run_id,timestamp,benchmark,scenario,case_id,document_title,position,question,answer,repeat_index,method,method_family,selected_action,retention_ratio,kv_bits,execution_status,backend_status,reason,operating_regime_target,operating_regime_observed,prompt_tokens,generated_tokens,estimated_full_kv_mb,estimated_kv_cache_mb,memory_budget_mb,memory_saved_percent,budget_violation,swap_delta_mb,pageout_delta,swapout_delta,compressed_memory_delta_mb,memory_pressure,bandwidth_pressure,latency_ms_per_token,latency_p95_ms_per_token,tokens_per_second,score,accuracy,delta_score_vs_full,retrieval_success,exact_match,containment,retained_target_token,decision_time_ms,policy_profile,execution_mode,output_text,notes
checkpoint6-document_qa-saturation-3072-1-late-Quantized 8-bit-20260503134516,2026-05-03T11:45:16.176874+00:00,checkpoint6_regime_benchmark,document_qa,docqa-024,Grant Note,late,When does the submission portal close?,17:00 CET,1,Quantized 8-bit,static_q8,full_8,1.0,8,budget_infeasible,real,static benchmark method,saturation,saturation,3072,32,96.0,50.976,49.44,46.9,True,49.491,25.777,0.0,131.977,yellow,0.700189,56.971,73.44,17.553,0.98,0.98,0.02,True,True,True,True,0.0,memory_first,proxy,17:00 CET,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-saturation-3072-1-late-Retention-only-20260503134516,2026-05-03T11:45:16.176887+00:00,checkpoint6_regime_benchmark,document_qa,docqa-024,Grant Note,late,When does the submission portal close?,17:00 CET,1,Retention-only,retention,r50_b16,0.5,16,real,real,static benchmark method,saturation,saturation,3072,32,96.0,48.0,49.44,50.0,False,46.602,24.272,0.0,124.272,yellow,0.659312,52.25,68.4,19.139,1.0,1.0,0.0,True,True,True,True,0.0,memory_first,proxy,17:00 CET,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-saturation-3072-1-late-Hybrid conservative-20260503134516,2026-05-03T11:45:16.176899+00:00,checkpoint6_regime_benchmark,document_qa,docqa-024,Grant Note,late,When does the submission portal close?,17:00 CET,1,Hybrid conservative,hybrid_theoretical,r75_b8,0.75,8,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,38.232,49.44,60.175,False,37.118,19.333,0.0,98.983,yellow,0.525142,54.725,71.64,18.273,1.0,1.0,0.0,True,True,True,True,0.0,memory_first,proxy,17:00 CET,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-saturation-3072-1-late-Hybrid balanced-20260503134516,2026-05-03T11:45:16.176911+00:00,checkpoint6_regime_benchmark,document_qa,docqa-024,Grant Note,late,When does the submission portal close?,17:00 CET,1,Hybrid balanced,hybrid_theoretical,r50_b8,0.5,8,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,25.488,49.44,73.45,False,24.746,12.888,0.0,65.988,yellow,0.350094,53.35,69.84,18.744,1.0,1.0,0.0,True,True,True,True,0.0,memory_first,proxy,17:00 CET,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-saturation-3072-1-late-Hybrid aggressive-20260503134516,2026-05-03T11:45:16.176923+00:00,checkpoint6_regime_benchmark,document_qa,docqa-024,Grant Note,late,When does the submission portal close?,17:00 CET,1,Hybrid aggressive,hybrid_theoretical,r30_b4,0.3,4,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,7.646,49.44,92.035,False,7.424,3.867,0.0,19.797,yellow,0.105028,56.65,74.16,17.652,0.9,0.9,0.1,True,True,True,True,0.0,memory_first,proxy,17:00 CET,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-saturation-3072-1-late-Ideal dynamic q8-20260503134516,2026-05-03T11:45:16.176936+00:00,checkpoint6_regime_benchmark,document_qa,docqa-024,Grant Note,late,When does the submission portal close?,17:00 CET,1,Ideal dynamic q8,theoretical_upper_bound,ideal_r969_b8,0.968898,8,theoretical_only,infeasible,theoretical dynamic upper bound,saturation,saturation,3072,32,96.0,49.391,49.44,48.551,False,47.952,24.975,0.0,127.872,yellow,0.678412,55.929,73.216,17.88,1.0,1.0,0.0,True,True,True,True,0.0,memory_first,proxy,17:00 CET,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-saturation-3072-1-late-Adaptive Lumina-20260503134516,2026-05-03T11:45:16.176969+00:00,checkpoint6_regime_benchmark,document_qa,docqa-024,Grant Note,late,When does the submission portal close?,17:00 CET,1,Adaptive Lumina,adaptive,dynamic_r514_b16,0.514485,16,real,real,fp16/bf16 KV path available,saturation,saturation,3072,32,96.0,49.391,49.44,48.552,False,47.952,24.975,0.0,127.872,yellow,0.678412,52.33,68.504,19.11,1.0,1.0,0.0,True,True,True,True,0.018,memory_first,proxy,17:00 CET,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-long_context-saturation-3072-1-late-Full KV-20260503134516,2026-05-03T11:45:16.176991+00:00,checkpoint6_regime_benchmark,long_context,long_context-late,,late,,,1,Full KV,baseline,full_16,1.0,16,budget_infeasible,real,static benchmark method,saturation,saturation,3072,32,96.0,96.0,49.44,0.0,True,93.204,48.544,0.0,248.544,yellow,1.318623,80.898,72.0,12.361,0.98,0.98,0.02,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-long_context-saturation-3072-1-late-Quantized 8-bit-20260503134516,2026-05-03T11:45:16.177004+00:00,checkpoint6_regime_benchmark,long_context,long_context-late,,late,,,1,Quantized 8-bit,static_q8,full_8,1.0,8,budget_infeasible,real,static benchmark method,saturation,saturation,3072,32,96.0,50.976,49.44,46.9,True,49.491,25.777,0.0,131.977,yellow,0.700189,56.971,73.44,17.553,0.98,0.98,0.02,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-long_context-saturation-3072-1-late-Retention-only-20260503134516,2026-05-03T11:45:16.177017+00:00,checkpoint6_regime_benchmark,long_context,long_context-late,,late,,,1,Retention-only,retention,r50_b16,0.5,16,real,real,static benchmark method,saturation,saturation,3072,32,96.0,48.0,49.44,50.0,False,46.602,24.272,0.0,124.272,yellow,0.659312,52.25,68.4,19.139,0.65,0.65,0.35,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-long_context-saturation-3072-1-late-Hybrid conservative-20260503134516,2026-05-03T11:45:16.177029+00:00,checkpoint6_regime_benchmark,long_context,long_context-late,,late,,,1,Hybrid conservative,hybrid_theoretical,r75_b8,0.75,8,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,38.232,49.44,60.175,False,37.118,19.333,0.0,98.983,yellow,0.525142,54.725,71.64,18.273,0.88,0.88,0.12,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-long_context-saturation-3072-1-late-Hybrid balanced-20260503134516,2026-05-03T11:45:16.177043+00:00,checkpoint6_regime_benchmark,long_context,long_context-late,,late,,,1,Hybrid balanced,hybrid_theoretical,r50_b8,0.5,8,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,25.488,49.44,73.45,False,24.746,12.888,0.0,65.988,yellow,0.350094,53.35,69.84,18.744,0.65,0.65,0.35,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-long_context-saturation-3072-1-late-Hybrid aggressive-20260503134516,2026-05-03T11:45:16.177056+00:00,checkpoint6_regime_benchmark,long_context,long_context-late,,late,,,1,Hybrid aggressive,hybrid_theoretical,r30_b4,0.3,4,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,7.646,49.44,92.035,False,7.424,3.867,0.0,19.797,yellow,0.105028,56.65,74.16,17.652,0.225,0.225,0.775,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-long_context-saturation-3072-1-late-Ideal dynamic q8-20260503134516,2026-05-03T11:45:16.177071+00:00,checkpoint6_regime_benchmark,long_context,long_context-late,,late,,,1,Ideal dynamic q8,theoretical_upper_bound,ideal_r969_b8,0.968898,8,theoretical_only,infeasible,theoretical dynamic upper bound,saturation,saturation,3072,32,96.0,49.391,49.44,48.551,False,47.952,24.975,0.0,127.872,yellow,0.678412,55.929,73.216,17.88,0.985071,0.985071,0.014929,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-long_context-saturation-3072-1-late-Adaptive Lumina-20260503134516,2026-05-03T11:45:16.177106+00:00,checkpoint6_regime_benchmark,long_context,long_context-late,,late,,,1,Adaptive Lumina,adaptive,dynamic_r514_b16,0.514485,16,real,real,fp16/bf16 KV path available,saturation,saturation,3072,32,96.0,49.391,49.44,48.552,False,47.952,24.975,0.0,127.872,yellow,0.678412,52.33,68.504,19.11,0.663326,0.663326,0.336674,,,,True,0.0192,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-early-Full KV-20260503134516,2026-05-03T11:45:16.177127+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-early,,early,,,1,Full KV,baseline,full_16,1.0,16,budget_infeasible,real,static benchmark method,saturation,saturation,3072,32,96.0,96.0,49.44,0.0,True,93.204,48.544,0.0,248.544,yellow,1.318623,80.898,72.0,12.361,0.98,0.98,0.02,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-early-Quantized 8-bit-20260503134516,2026-05-03T11:45:16.177139+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-early,,early,,,1,Quantized 8-bit,static_q8,full_8,1.0,8,budget_infeasible,real,static benchmark method,saturation,saturation,3072,32,96.0,50.976,49.44,46.9,True,49.491,25.777,0.0,131.977,yellow,0.700189,56.971,73.44,17.553,0.98,0.98,0.02,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-early-Retention-only-20260503134516,2026-05-03T11:45:16.177151+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-early,,early,,,1,Retention-only,retention,r50_b16,0.5,16,real,real,static benchmark method,saturation,saturation,3072,32,96.0,48.0,49.44,50.0,False,46.602,24.272,0.0,124.272,yellow,0.659312,52.25,68.4,19.139,0.15,0.15,0.85,,,,False,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-early-Hybrid conservative-20260503134516,2026-05-03T11:45:16.177163+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-early,,early,,,1,Hybrid conservative,hybrid_theoretical,r75_b8,0.75,8,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,38.232,49.44,60.175,False,37.118,19.333,0.0,98.983,yellow,0.525142,54.725,71.64,18.273,0.15,0.15,0.85,,,,False,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-early-Hybrid balanced-20260503134516,2026-05-03T11:45:16.177175+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-early,,early,,,1,Hybrid balanced,hybrid_theoretical,r50_b8,0.5,8,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,25.488,49.44,73.45,False,24.746,12.888,0.0,65.988,yellow,0.350094,53.35,69.84,18.744,0.15,0.15,0.85,,,,False,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-early-Hybrid aggressive-20260503134516,2026-05-03T11:45:16.177187+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-early,,early,,,1,Hybrid aggressive,hybrid_theoretical,r30_b4,0.3,4,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,7.646,49.44,92.035,False,7.424,3.867,0.0,19.797,yellow,0.105028,56.65,74.16,17.652,0.135,0.135,0.865,,,,False,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-early-Ideal dynamic q8-20260503134516,2026-05-03T11:45:16.177202+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-early,,early,,,1,Ideal dynamic q8,theoretical_upper_bound,ideal_r969_b8,0.968898,8,theoretical_only,infeasible,theoretical dynamic upper bound,saturation,saturation,3072,32,96.0,49.391,49.44,48.551,False,47.952,24.975,0.0,127.872,yellow,0.678412,55.929,73.216,17.88,1.0,1.0,0.0,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-early-Adaptive Lumina-20260503134516,2026-05-03T11:45:16.177237+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-early,,early,,,1,Adaptive Lumina,adaptive,dynamic_r514_b16,0.514485,16,real,real,fp16/bf16 KV path available,saturation,saturation,3072,32,96.0,49.391,49.44,48.552,False,47.952,24.975,0.0,127.872,yellow,0.678412,52.33,68.504,19.11,0.15,0.15,0.85,,,,False,0.0188,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-middle-Full KV-20260503134516,2026-05-03T11:45:16.177254+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-middle,,middle,,,1,Full KV,baseline,full_16,1.0,16,budget_infeasible,real,static benchmark method,saturation,saturation,3072,32,96.0,96.0,49.44,0.0,True,93.204,48.544,0.0,248.544,yellow,1.318623,80.898,72.0,12.361,0.98,0.98,0.02,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-middle-Quantized 8-bit-20260503134516,2026-05-03T11:45:16.177266+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-middle,,middle,,,1,Quantized 8-bit,static_q8,full_8,1.0,8,budget_infeasible,real,static benchmark method,saturation,saturation,3072,32,96.0,50.976,49.44,46.9,True,49.491,25.777,0.0,131.977,yellow,0.700189,56.971,73.44,17.553,0.98,0.98,0.02,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-middle-Retention-only-20260503134516,2026-05-03T11:45:16.177277+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-middle,,middle,,,1,Retention-only,retention,r50_b16,0.5,16,real,real,static benchmark method,saturation,saturation,3072,32,96.0,48.0,49.44,50.0,False,46.602,24.272,0.0,124.272,yellow,0.659312,52.25,68.4,19.139,0.15,0.15,0.85,,,,False,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-middle-Hybrid conservative-20260503134516,2026-05-03T11:45:16.177289+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-middle,,middle,,,1,Hybrid conservative,hybrid_theoretical,r75_b8,0.75,8,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,38.232,49.44,60.175,False,37.118,19.333,0.0,98.983,yellow,0.525142,54.725,71.64,18.273,1.0,1.0,0.0,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-middle-Hybrid balanced-20260503134516,2026-05-03T11:45:16.177300+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-middle,,middle,,,1,Hybrid balanced,hybrid_theoretical,r50_b8,0.5,8,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,25.488,49.44,73.45,False,24.746,12.888,0.0,65.988,yellow,0.350094,53.35,69.84,18.744,0.15,0.15,0.85,,,,False,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-middle-Hybrid aggressive-20260503134516,2026-05-03T11:45:16.177312+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-middle,,middle,,,1,Hybrid aggressive,hybrid_theoretical,r30_b4,0.3,4,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,7.646,49.44,92.035,False,7.424,3.867,0.0,19.797,yellow,0.105028,56.65,74.16,17.652,0.135,0.135,0.865,,,,False,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-middle-Ideal dynamic q8-20260503134516,2026-05-03T11:45:16.177325+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-middle,,middle,,,1,Ideal dynamic q8,theoretical_upper_bound,ideal_r969_b8,0.968898,8,theoretical_only,infeasible,theoretical dynamic upper bound,saturation,saturation,3072,32,96.0,49.391,49.44,48.551,False,47.952,24.975,0.0,127.872,yellow,0.678412,55.929,73.216,17.88,1.0,1.0,0.0,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-middle-Adaptive Lumina-20260503134516,2026-05-03T11:45:16.177357+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-middle,,middle,,,1,Adaptive Lumina,adaptive,dynamic_r514_b16,0.514485,16,real,real,fp16/bf16 KV path available,saturation,saturation,3072,32,96.0,49.391,49.44,48.552,False,47.952,24.975,0.0,127.872,yellow,0.678412,52.33,68.504,19.11,1.0,1.0,0.0,,,,True,0.0175,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-late-Full KV-20260503134516,2026-05-03T11:45:16.177375+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-late,,late,,,1,Full KV,baseline,full_16,1.0,16,budget_infeasible,real,static benchmark method,saturation,saturation,3072,32,96.0,96.0,49.44,0.0,True,93.204,48.544,0.0,248.544,yellow,1.318623,80.898,72.0,12.361,0.98,0.98,0.02,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-late-Quantized 8-bit-20260503134516,2026-05-03T11:45:16.177387+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-late,,late,,,1,Quantized 8-bit,static_q8,full_8,1.0,8,budget_infeasible,real,static benchmark method,saturation,saturation,3072,32,96.0,50.976,49.44,46.9,True,49.491,25.777,0.0,131.977,yellow,0.700189,56.971,73.44,17.553,0.98,0.98,0.02,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-late-Retention-only-20260503134516,2026-05-03T11:45:16.177399+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-late,,late,,,1,Retention-only,retention,r50_b16,0.5,16,real,real,static benchmark method,saturation,saturation,3072,32,96.0,48.0,49.44,50.0,False,46.602,24.272,0.0,124.272,yellow,0.659312,52.25,68.4,19.139,1.0,1.0,0.0,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-late-Hybrid conservative-20260503134516,2026-05-03T11:45:16.177410+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-late,,late,,,1,Hybrid conservative,hybrid_theoretical,r75_b8,0.75,8,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,38.232,49.44,60.175,False,37.118,19.333,0.0,98.983,yellow,0.525142,54.725,71.64,18.273,1.0,1.0,0.0,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-late-Hybrid balanced-20260503134516,2026-05-03T11:45:16.177421+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-late,,late,,,1,Hybrid balanced,hybrid_theoretical,r50_b8,0.5,8,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,25.488,49.44,73.45,False,24.746,12.888,0.0,65.988,yellow,0.350094,53.35,69.84,18.744,1.0,1.0,0.0,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-late-Hybrid aggressive-20260503134516,2026-05-03T11:45:16.177432+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-late,,late,,,1,Hybrid aggressive,hybrid_theoretical,r30_b4,0.3,4,theoretical_only,infeasible,static benchmark method,saturation,saturation,3072,32,96.0,7.646,49.44,92.035,False,7.424,3.867,0.0,19.797,yellow,0.105028,56.65,74.16,17.652,0.9,0.9,0.1,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-late-Ideal dynamic q8-20260503134516,2026-05-03T11:45:16.177446+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-late,,late,,,1,Ideal dynamic q8,theoretical_upper_bound,ideal_r969_b8,0.968898,8,theoretical_only,infeasible,theoretical dynamic upper bound,saturation,saturation,3072,32,96.0,49.391,49.44,48.551,False,47.952,24.975,0.0,127.872,yellow,0.678412,55.929,73.216,17.88,1.0,1.0,0.0,,,,True,0.0,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-multi_turn-saturation-3072-1-late-Adaptive Lumina-20260503134516,2026-05-03T11:45:16.177477+00:00,checkpoint6_regime_benchmark,multi_turn,multi_turn-late,,late,,,1,Adaptive Lumina,adaptive,dynamic_r514_b16,0.514485,16,real,real,fp16/bf16 KV path available,saturation,saturation,3072,32,96.0,49.391,49.44,48.552,False,47.952,24.975,0.0,127.872,yellow,0.678412,52.33,68.504,19.11,1.0,1.0,0.0,,,,True,0.0173,memory_first,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-needle-contention-3072-1-sink-Full KV-20260503134516,2026-05-03T11:45:16.190976+00:00,checkpoint6_regime_benchmark,needle,needle-sink,,sink,,,1,Full KV,baseline,full_16,1.0,16,budget_infeasible,real,static benchmark method,contention,contention,3072,32,96.0,96.0,49.44,0.0,True,186.408,155.34,23.301,621.359,yellow,3.657382,85.311,110.0,11.722,0.98,0.98,0.02,True,True,True,True,0.0,stress,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-needle-contention-3072-1-sink-Quantized 8-bit-20260503134516,2026-05-03T11:45:16.191025+00:00,checkpoint6_regime_benchmark,needle,needle-sink,,sink,,,1,Quantized 8-bit,static_q8,full_8,1.0,8,budget_infeasible,real,static benchmark method,contention,contention,3072,32,96.0,50.976,49.44,46.9,True,98.983,82.485,12.373,329.942,yellow,1.94207,60.079,112.2,16.645,0.98,0.98,0.02,True,True,True,True,0.0,stress,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-needle-contention-3072-1-sink-Retention-only-20260503134516,2026-05-03T11:45:16.191043+00:00,checkpoint6_regime_benchmark,needle,needle-sink,,sink,,,1,Retention-only,retention,r50_b16,0.5,16,real,real,static benchmark method,contention,contention,3072,32,96.0,48.0,49.44,50.0,False,93.204,77.67,11.65,310.68,yellow,1.828691,55.1,104.5,18.149,1.0,1.0,0.0,True,True,True,True,0.0,stress,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-needle-contention-3072-1-sink-Hybrid conservative-20260503134516,2026-05-03T11:45:16.191057+00:00,checkpoint6_regime_benchmark,needle,needle-sink,,sink,,,1,Hybrid conservative,hybrid_theoretical,r75_b8,0.75,8,theoretical_only,infeasible,static benchmark method,contention,contention,3072,32,96.0,38.232,49.44,60.175,False,74.237,61.864,9.28,247.456,yellow,1.456552,57.71,109.45,17.328,1.0,1.0,0.0,True,True,True,True,0.0,stress,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-needle-contention-3072-1-sink-Hybrid balanced-20260503134516,2026-05-03T11:45:16.191069+00:00,checkpoint6_regime_benchmark,needle,needle-sink,,sink,,,1,Hybrid balanced,hybrid_theoretical,r50_b8,0.5,8,theoretical_only,infeasible,static benchmark method,contention,contention,3072,32,96.0,25.488,49.44,73.45,False,49.491,41.243,6.186,164.971,yellow,0.971035,56.26,106.7,17.775,1.0,1.0,0.0,True,True,True,True,0.0,stress,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-needle-contention-3072-1-sink-Hybrid aggressive-20260503134516,2026-05-03T11:45:16.191081+00:00,checkpoint6_regime_benchmark,needle,needle-sink,,sink,,,1,Hybrid aggressive,hybrid_theoretical,r30_b4,0.3,4,theoretical_only,infeasible,static benchmark method,contention,contention,3072,32,96.0,7.646,49.44,92.035,False,14.847,12.373,1.856,49.491,yellow,0.29131,59.74,113.3,16.739,0.9,0.9,0.1,True,True,True,True,0.0,stress,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-needle-contention-3072-1-sink-Ideal dynamic q8-20260503134516,2026-05-03T11:45:16.191107+00:00,checkpoint6_regime_benchmark,needle,needle-sink,,sink,,,1,Ideal dynamic q8,theoretical_upper_bound,ideal_r969_b8,0.968898,8,theoretical_only,infeasible,theoretical dynamic upper bound,contention,contention,3072,32,96.0,49.391,49.44,48.551,False,95.904,79.92,11.988,319.68,yellow,1.881668,58.98,111.858,16.955,1.0,1.0,0.0,True,True,True,True,0.0,stress,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-needle-contention-3072-1-sink-Adaptive Lumina-20260503134516,2026-05-03T11:45:16.191173+00:00,checkpoint6_regime_benchmark,needle,needle-sink,,sink,,,1,Adaptive Lumina,adaptive,dynamic_r514_b16,0.514485,16,real,real,fp16/bf16 KV path available,contention,contention,3072,32,96.0,49.391,49.44,48.552,False,95.904,79.92,11.988,319.68,yellow,1.881668,55.184,104.659,18.121,1.0,1.0,0.0,True,True,True,True,0.0383,stress,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-needle-contention-3072-1-early-Full KV-20260503134516,2026-05-03T11:45:16.191193+00:00,checkpoint6_regime_benchmark,needle,needle-early,,early,,,1,Full KV,baseline,full_16,1.0,16,budget_infeasible,real,static benchmark method,contention,contention,3072,32,96.0,96.0,49.44,0.0,True,186.408,155.34,23.301,621.359,yellow,3.657382,85.311,110.0,11.722,0.98,0.98,0.02,True,True,True,True,0.0,stress,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-needle-contention-3072-1-early-Quantized 8-bit-20260503134516,2026-05-03T11:45:16.191206+00:00,checkpoint6_regime_benchmark,needle,needle-early,,early,,,1,Quantized 8-bit,static_q8,full_8,1.0,8,budget_infeasible,real,static benchmark method,contention,contention,3072,32,96.0,50.976,49.44,46.9,True,98.983,82.485,12.373,329.942,yellow,1.94207,60.079,112.2,16.645,0.98,0.98,0.02,True,True,True,True,0.0,stress,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
